pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,entry_jab,entry_jde,twoJ,val
16,69,2,4,2,2,4,2,14,1,2,1,2,4,0.591607978309961
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309
16,75,2,4,4,2,4,2,14,1,2,1,2,2,-1
16,75,2,4,4,2,4,2,14,1,2,1,2,2,-1
16,75,2,4,4,2,4,2,14,1,2,1,2,2,-1
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961
16,94,2,4,3,2,5,2,14,1,2,1,2,2,0.661437827766148
16,94,2,4,3,2,5,2,14,1,2,1,2,4,0.591607978309961
16,94,2,4,3,2,5,2,14,1,2,1,2,2,0.661437827766148
16,94,2,4,3,2,5,2,14,1,2,1,2,4,0.591607978309961
16,94,2,4,3,2,5,2,14,1,2,1,2,2,0.661437827766148
16,94,2,4,3,2,5,2,14,1,2,1,2,4,0.591607978309961
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1
16,109,2,4,5,2,5,2,14,1,2,1,2,2,-1
16,109,2,4,5,2,5,2,14,1,2,1,2,2,-1
16,109,2,4,5,2,5,2,14,1,2,1,2,2,-1
16,130,2,4,3,2,3,2,14,1,3,1,3,4,-0.748331477354788
16,130,2,4,3,2,3,2,14,1,3,1,3,4,-0.748331477354788
16,130,2,4,3,2,3,2,14,1,3,1,3,4,-0.748331477354788
17,17,2,4,2,2,4,2,16,1,1,1,1,2,0.5
17,17,2,4,2,2,4,2,16,1,1,1,1,4,-0.55
17,17,2,4,2,2,4,2,16,1,1,1,1,2,0.5
17,17,2,4,2,2,4,2,16,1,1,1,1,4,-0.55
17,17,2,4,2,2,4,2,16,1,1,1,1,2,0.5
17,17,2,4,2,2,4,2,16,1,1,1,1,4,-0.55
17,19,2,4,4,2,4,2,16,1,1,1,1,2,0.790569415042095
17,19,2,4,4,2,4,2,16,1,1,1,1,2,0.790569415042095
17,19,2,4,4,2,4,2,16,1,1,1,1,2,0.790569415042095
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55
17,38,2,4,3,2,5,2,16,1,1,1,1,2,0.5
17,38,2,4,3,2,5,2,16,1,1,1,1,4,-0.55
17,38,2,4,3,2,5,2,16,1,1,1,1,2,0.5
17,38,2,4,3,2,5,2,16,1,1,1,1,4,-0.55
17,38,2,4,3,2,5,2,16,1,1,1,1,2,0.5
17,38,2,4,3,2,5,2,16,1,1,1,1,4,-0.55
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095
17,54,2,4,5,2,5,2,16,1,1,1,1,2,0.790569415042095
17,54,2,4,5,2,5,2,16,1,1,1,1,2,0.790569415042095
17,54,2,4,5,2,5,2,16,1,1,1,1,2,0.790569415042095
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583
17,71,2,4,2,2,4,2,16,1,2,1,2,2,-0.866025403784439
17,71,2,4,2,2,4,2,16,1,2,1,2,4,0.193649167310371
17,71,2,4,2,2,4,2,16,1,2,1,2,2,-0.866025403784439
17,71,2,4,2,2,4,2,16,1,2,1,2,4,0.193649167310371
17,71,2,4,2,2,4,2,16,1,2,1,2,2,-0.866025403784439
17,71,2,4,2,2,4,2,16,1,2,1,2,4,0.193649167310371
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438
17,77,2,4,4,2,4,2,16,1,2,1,2,2,0.612372435695794
17,77,2,4,4,2,4,2,16,1,2,1,2,2,0.612372435695794
17,77,2,4,4,2,4,2,16,1,2,1,2,2,0.612372435695794
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371
17,97,2,4,3,2,5,2,16,1,2,1,2,2,-0.866025403784439
17,97,2,4,3,2,5,2,16,1,2,1,2,4,0.193649167310371
17,97,2,4,3,2,5,2,16,1,2,1,2,2,-0.866025403784439
17,97,2,4,3,2,5,2,16,1,2,1,2,4,0.193649167310371
17,97,2,4,3,2,5,2,16,1,2,1,2,2,-0.866025403784439
17,97,2,4,3,2,5,2,16,1,2,1,2,4,0.193649167310371
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794
17,112,2,4,5,2,5,2,16,1,2,1,2,2,0.612372435695794
17,112,2,4,5,2,5,2,16,1,2,1,2,2,0.612372435695794
17,112,2,4,5,2,5,2,16,1,2,1,2,2,0.612372435695794
17,131,2,4,3,2,3,2,16,1,3,1,3,4,0.687386354243376
17,131,2,4,3,2,3,2,16,1,3,1,3,4,0.687386354243376
17,131,2,4,3,2,3,2,16,1,3,1,3,4,0.687386354243376
18,18,2,4,2,2,4,2,18,1,1,1,1,2,-0.25
18,18,2,4,2,2,4,2,18,1,1,1,1,4,0.5
18,18,2,4,2,2,4,2,18,1,1,1,1,2,-0.25
18,18,2,4,2,2,4,2,18,1,1,1,1,4,0.5
18,18,2,4,2,2,4,2,18,1,1,1,1,2,-0.25
18,18,2,4,2,2,4,2,18,1,1,1,1,4,0.5
18,20,2,4,4,2,4,2,18,1,1,1,1,2,-1
18,20,2,4,4,2,4,2,18,1,1,1,1,2,-1
18,20,2,4,4,2,4,2,18,1,1,1,1,2,-1
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5
18,42,2,4,3,2,5,2,18,1,1,1,1,2,-0.25
18,42,2,4,3,2,5,2,18,1,1,1,1,4,0.5
18,42,2,4,3,2,5,2,18,1,1,1,1,2,-0.25
18,42,2,4,3,2,5,2,18,1,1,1,1,4,0.5
18,42,2,4,3,2,5,2,18,1,1,1,1,2,-0.25
18,42,2,4,3,2,5,2,18,1,1,1,1,4,0.5
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1
18,58,2,4,5,2,5,2,18,1,1,1,1,2,-1
18,58,2,4,5,2,5,2,18,1,1,1,1,2,-1
18,58,2,4,5,2,5,2,18,1,1,1,1,2,-1
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159
18,73,2,4,2,2,4,2,18,1,2,1,2,2,0.968245836551854
18,73,2,4,2,2,4,2,18,1,2,1,2,4,-0.866025403784438
18,73,2,4,2,2,4,2,18,1,2,1,2,2,0.968245836551854
18,73,2,4,2,2,4,2,18,1,2,1,2,4,-0.866025403784438
18,73,2,4,2,2,4,2,18,1,2,1,2,2,0.968245836551854
18,73,2,4,2,2,4,2,18,1,2,1,2,4,-0.866025403784438
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438
18,100,2,4,3,2,5,2,18,1,2,1,2,2,0.968245836551854
18,100,2,4,3,2,5,2,18,1,2,1,2,4,-0.866025403784438
18,100,2,4,3,2,5,2,18,1,2,1,2,2,0.968245836551854
18,100,2,4,3,2,5,2,18,1,2,1,2,4,-0.866025403784438
18,100,2,4,3,2,5,2,18,1,2,1,2,2,0.968245836551854
18,100,2,4,3,2,5,2,18,1,2,1,2,4,-0.866025403784438
19,40,2,4,3,4,5,4,16,1,1,1,1,2,0.790569415042095
19,40,2,4,3,4,5,4,16,1,1,1,1,2,0.790569415042095
19,40,2,4,3,4,5,4,16,1,1,1,1,2,0.790569415042095
19,56,2,4,5,4,5,4,16,1,1,1,1,2,-1
19,56,2,4,5,4,5,4,16,1,1,1,1,2,-1
19,56,2,4,5,4,5,4,16,1,1,1,1,2,-1
20,44,2,4,3,4,5,4,18,1,1,1,1,2,-1
20,44,2,4,3,4,5,4,18,1,1,1,1,2,-1
20,44,2,4,3,4,5,4,18,1,1,1,1,2,-1
20,60,2,4,5,4,5,4,18,1,1,1,1,2,0.5
20,60,2,4,5,4,5,4,18,1,1,1,1,2,0.5
20,60,2,4,5,4,5,4,18,1,1,1,1,2,0.5
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3
21,22,2,3,2,2,5,2,15,1,1,1,1,2,-0.75
21,22,2,3,2,2,5,2,15,1,1,1,1,4,-0.3
21,22,2,3,2,2,5,2,15,1,1,1,1,2,-0.75
21,22,2,3,2,2,5,2,15,1,1,1,1,4,-0.3
21,22,2,3,2,2,5,2,15,1,1,1,1,2,-0.75
21,22,2,3,2,2,5,2,15,1,1,1,1,4,-0.3
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961
21,82,2,3,2,2,5,2,15,1,2,1,2,2,0.661437827766148
21,82,2,3,2,2,5,2,15,1,2,1,2,4,0.591607978309961
21,82,2,3,2,2,5,2,15,1,2,1,2,2,0.661437827766148
21,82,2,3,2,2,5,2,15,1,2,1,2,4,0.591607978309961
21,82,2,3,2,2,5,2,15,1,2,1,2,2,0.661437827766148
21,82,2,3,2,2,5,2,15,1,2,1,2,4,0.591607978309961
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1
21,103,2,3,4,2,5,2,15,1,2,1,2,2,-1
21,103,2,3,4,2,5,2,15,1,2,1,2,2,-1
21,103,2,3,4,2,5,2,15,1,2,1,2,2,-1
21,127,2,3,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
21,127,2,3,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
21,127,2,3,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3
22,22,2,5,2,2,5,2,15,1,1,1,1,2,-0.75
22,22,2,5,2,2,5,2,15,1,1,1,1,4,-0.3
22,22,2,5,2,2,5,2,15,1,1,1,1,2,-0.75
22,22,2,5,2,2,5,2,15,1,1,1,1,4,-0.3
22,22,2,5,2,2,5,2,15,1,1,1,1,2,-0.75
22,22,2,5,2,2,5,2,15,1,1,1,1,4,-0.3
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
22,82,2,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148
22,82,2,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961
22,82,2,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148
22,82,2,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961
22,82,2,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148
22,82,2,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1
22,103,2,5,4,2,5,2,15,1,2,1,2,2,-1
22,103,2,5,4,2,5,2,15,1,2,1,2,2,-1
22,103,2,5,4,2,5,2,15,1,2,1,2,2,-1
22,127,2,5,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
22,127,2,5,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
22,127,2,5,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
23,21,3,4,2,2,3,2,15,1,1,1,1,2,-0.75
23,21,3,4,2,2,3,2,15,1,1,1,1,4,-0.3
23,21,3,4,2,2,3,2,15,1,1,1,1,2,-0.75
23,21,3,4,2,2,3,2,15,1,1,1,1,4,-0.3
23,21,3,4,2,2,3,2,15,1,1,1,1,2,-0.75
23,21,3,4,2,2,3,2,15,1,1,1,1,4,-0.3
23,21,3,4,2,2,3,2,15,1,1,1,1,2,-0.75
23,21,3,4,2,2,3,2,15,1,1,1,1,4,-0.3
23,21,3,4,2,2,3,2,15,1,1,1,1,2,-0.75
23,21,3,4,2,2,3,2,15,1,1,1,1,4,-0.3
23,22,3,4,2,2,5,2,15,1,1,1,1,2,-0.75
23,22,3,4,2,2,5,2,15,1,1,1,1,4,-0.3
23,22,3,4,2,2,5,2,15,1,1,1,1,2,-0.75
23,22,3,4,2,2,5,2,15,1,1,1,1,4,-0.3
23,22,3,4,2,2,5,2,15,1,1,1,1,2,-0.75
23,22,3,4,2,2,5,2,15,1,1,1,1,4,-0.3
23,81,3,4,2,2,3,2,15,1,2,1,2,2,0.661437827766148
23,81,3,4,2,2,3,2,15,1,2,1,2,4,0.591607978309961
23,81,3,4,2,2,3,2,15,1,2,1,2,2,0.661437827766148
23,81,3,4,2,2,3,2,15,1,2,1,2,4,0.591607978309961
23,81,3,4,2,2,3,2,15,1,2,1,2,2,0.661437827766148
23,81,3,4,2,2,3,2,15,1,2,1,2,4,0.591607978309961
23,81,3,4,2,2,3,2,15,1,2,1,2,2,0.661437827766148
23,81,3,4,2,2,3,2,15,1,2,1,2,4,0.591607978309961
23,81,3,4,2,2,3,2,15,1,2,1,2,2,0.661437827766148
23,81,3,4,2,2,3,2,15,1,2,1,2,4,0.591607978309961
23,82,3,4,2,2,5,2,15,1,2,1,2,2,0.661437827766148
23,82,3,4,2,2,5,2,15,1,2,1,2,4,0.591607978309961
23,82,3,4,2,2,5,2,15,1,2,1,2,2,0.661437827766148
23,82,3,4,2,2,5,2,15,1,2,1,2,4,0.591607978309961
23,82,3,4,2,2,5,2,15,1,2,1,2,2,0.661437827766148
23,82,3,4,2,2,5,2,15,1,2,1,2,4,0.591607978309961
23,102,3,4,4,2,3,2,15,1,2,1,2,2,-1
23,102,3,4,4,2,3,2,15,1,2,1,2,2,-1
23,102,3,4,4,2,3,2,15,1,2,1,2,2,-1
23,102,3,4,4,2,3,2,15,1,2,1,2,2,-1
23,102,3,4,4,2,3,2,15,1,2,1,2,2,-1
23,103,3,4,4,2,5,2,15,1,2,1,2,2,-1
23,103,3,4,4,2,5,2,15,1,2,1,2,2,-1
23,103,3,4,4,2,5,2,15,1,2,1,2,2,-1
23,127,3,4,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
23,127,3,4,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
23,127,3,4,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
24,21,4,5,2,2,3,2,15,1,1,1,1,2,-0.75
24,21,4,5,2,2,3,2,15,1,1,1,1,4,-0.3
24,21,4,5,2,2,3,2,15,1,1,1,1,2,-0.75
24,21,4,5,2,2,3,2,15,1,1,1,1,4,-0.3
24,21,4,5,2,2,3,2,15,1,1,1,1,2,-0.75
24,21,4,5,2,2,3,2,15,1,1,1,1,4,-0.3
24,21,4,5,2,2,3,2,15,1,1,1,1,2,-0.75
24,21,4,5,2,2,3,2,15,1,1,1,1,4,-0.3
24,21,4,5,2,2,3,2,15,1,1,1,1,2,-0.75
24,21,4,5,2,2,3,2,15,1,1,1,1,4,-0.3
24,22,4,5,2,2,5,2,15,1,1,1,1,2,-0.75
24,22,4,5,2,2,5,2,15,1,1,1,1,4,-0.3
24,22,4,5,2,2,5,2,15,1,1,1,1,2,-0.75
24,22,4,5,2,2,5,2,15,1,1,1,1,4,-0.3
24,22,4,5,2,2,5,2,15,1,1,1,1,2,-0.75
24,22,4,5,2,2,5,2,15,1,1,1,1,4,-0.3
24,81,4,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
24,81,4,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
24,81,4,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
24,81,4,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
24,81,4,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
24,81,4,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
24,81,4,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
24,81,4,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
24,81,4,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148
24,81,4,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961
24,82,4,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148
24,82,4,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961
24,82,4,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148
24,82,4,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961
24,82,4,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148
24,82,4,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961
24,102,4,5,4,2,3,2,15,1,2,1,2,2,-1
24,102,4,5,4,2,3,2,15,1,2,1,2,2,-1
24,102,4,5,4,2,3,2,15,1,2,1,2,2,-1
24,102,4,5,4,2,3,2,15,1,2,1,2,2,-1
24,102,4,5,4,2,3,2,15,1,2,1,2,2,-1
24,103,4,5,4,2,5,2,15,1,2,1,2,2,-1
24,103,4,5,4,2,5,2,15,1,2,1,2,2,-1
24,103,4,5,4,2,5,2,15,1,2,1,2,2,-1
24,127,4,5,2,2,3,2,15,1,3,1,3,4,-0.748331477354788
