pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,val
38,54,2,5,5,3,5,2,16,1,1,0
38,54,2,5,5,3,5,2,16,1,1,0
38,54,2,5,5,3,5,2,16,1,1,0
38,55,2,5,5,3,4,3,16,1,1,0
38,55,2,5,5,3,4,3,16,1,1,0
38,55,2,5,5,3,4,3,16,1,1,0
38,56,2,5,5,3,5,4,16,1,1,0
38,56,2,5,5,3,5,4,16,1,1,0
38,56,2,5,5,3,5,4,16,1,1,0
38,70,2,5,2,3,2,2,16,1,2,0
38,70,2,5,2,3,2,2,16,1,2,0
38,70,2,5,2,3,2,2,16,1,2,0
38,70,2,5,2,3,2,2,16,1,2,0
38,70,2,5,2,3,2,2,16,1,2,0
38,71,2,5,2,3,4,2,16,1,2,0
38,71,2,5,2,3,4,2,16,1,2,0
38,71,2,5,2,3,4,2,16,1,2,0
38,76,2,5,4,3,2,2,16,1,2,0
38,76,2,5,4,3,2,2,16,1,2,0
38,76,2,5,4,3,2,2,16,1,2,0
38,76,2,5,4,3,2,2,16,1,2,0
38,76,2,5,4,3,2,2,16,1,2,0
38,77,2,5,4,3,4,2,16,1,2,0
38,77,2,5,4,3,4,2,16,1,2,0
38,77,2,5,4,3,4,2,16,1,2,0
38,96,2,5,3,3,3,2,16,1,2,0
38,96,2,5,3,3,3,2,16,1,2,0
38,96,2,5,3,3,3,2,16,1,2,0
38,96,2,5,3,3,3,2,16,1,2,0
38,96,2,5,3,3,3,2,16,1,2,0
38,97,2,5,3,3,5,2,16,1,2,0
38,97,2,5,3,3,5,2,16,1,2,0
38,97,2,5,3,3,5,2,16,1,2,0
38,98,2,5,3,3,4,3,16,1,2,0
38,98,2,5,3,3,4,3,16,1,2,0
38,98,2,5,3,3,4,3,16,1,2,0
38,111,2,5,5,3,3,2,16,1,2,0
38,111,2,5,5,3,3,2,16,1,2,0
38,111,2,5,5,3,3,2,16,1,2,0
38,111,2,5,5,3,3,2,16,1,2,0
38,111,2,5,5,3,3,2,16,1,2,0
38,112,2,5,5,3,5,2,16,1,2,0
38,112,2,5,5,3,5,2,16,1,2,0
38,112,2,5,5,3,5,2,16,1,2,0
38,113,2,5,5,3,4,3,16,1,2,0
38,113,2,5,5,3,4,3,16,1,2,0
38,113,2,5,5,3,4,3,16,1,2,0
38,131,2,5,3,3,3,2,16,1,3,0
38,131,2,5,3,3,3,2,16,1,3,0
38,131,2,5,3,3,3,2,16,1,3,0
39,0,3,4,2,3,2,2,16,1,0,0
39,6,3,4,3,3,3,2,16,1,0,0
39,17,3,4,2,3,4,2,16,1,1,0
39,17,3,4,2,3,4,2,16,1,1,0
39,17,3,4,2,3,4,2,16,1,1,0
39,19,3,4,4,3,4,2,16,1,1,0
39,19,3,4,4,3,4,2,16,1,1,0
39,19,3,4,4,3,4,2,16,1,1,0
39,37,3,4,3,3,3,2,16,1,1,0
39,37,3,4,3,3,3,2,16,1,1,0
39,37,3,4,3,3,3,2,16,1,1,0
39,37,3,4,3,3,3,2,16,1,1,0
39,37,3,4,3,3,3,2,16,1,1,0
39,38,3,4,3,3,5,2,16,1,1,0
39,38,3,4,3,3,5,2,16,1,1,0
39,38,3,4,3,3,5,2,16,1,1,0
39,39,3,4,3,3,4,3,16,1,1,0
39,39,3,4,3,3,4,3,16,1,1,0
39,39,3,4,3,3,4,3,16,1,1,0
39,40,3,4,3,3,5,4,16,1,1,0
39,40,3,4,3,3,5,4,16,1,1,0
39,40,3,4,3,3,5,4,16,1,1,0
39,53,3,4,5,3,3,2,16,1,1,0
39,53,3,4,5,3,3,2,16,1,1,0
39,53,3,4,5,3,3,2,16,1,1,0
39,53,3,4,5,3,3,2,16,1,1,0
39,53,3,4,5,3,3,2,16,1,1,0
39,54,3,4,5,3,5,2,16,1,1,0
39,54,3,4,5,3,5,2,16,1,1,0
39,54,3,4,5,3,5,2,16,1,1,0
39,55,3,4,5,3,4,3,16,1,1,0
39,55,3,4,5,3,4,3,16,1,1,0
39,55,3,4,5,3,4,3,16,1,1,0
39,56,3,4,5,3,5,4,16,1,1,0
39,56,3,4,5,3,5,4,16,1,1,0
39,56,3,4,5,3,5,4,16,1,1,0
39,70,3,4,2,3,2,2,16,1,2,0
39,70,3,4,2,3,2,2,16,1,2,0
39,70,3,4,2,3,2,2,16,1,2,0
39,70,3,4,2,3,2,2,16,1,2,0
39,70,3,4,2,3,2,2,16,1,2,0
39,71,3,4,2,3,4,2,16,1,2,0
39,71,3,4,2,3,4,2,16,1,2,0
39,71,3,4,2,3,4,2,16,1,2,0
39,76,3,4,4,3,2,2,16,1,2,0
39,76,3,4,4,3,2,2,16,1,2,0
39,76,3,4,4,3,2,2,16,1,2,0
39,76,3,4,4,3,2,2,16,1,2,0
39,76,3,4,4,3,2,2,16,1,2,0
39,77,3,4,4,3,4,2,16,1,2,0
39,77,3,4,4,3,4,2,16,1,2,0
39,77,3,4,4,3,4,2,16,1,2,0
39,96,3,4,3,3,3,2,16,1,2,0
39,96,3,4,3,3,3,2,16,1,2,0
39,96,3,4,3,3,3,2,16,1,2,0
39,96,3,4,3,3,3,2,16,1,2,0
39,96,3,4,3,3,3,2,16,1,2,0
39,97,3,4,3,3,5,2,16,1,2,0
39,97,3,4,3,3,5,2,16,1,2,0
39,97,3,4,3,3,5,2,16,1,2,0
39,98,3,4,3,3,4,3,16,1,2,0
39,98,3,4,3,3,4,3,16,1,2,0
39,98,3,4,3,3,4,3,16,1,2,0
39,111,3,4,5,3,3,2,16,1,2,0
39,111,3,4,5,3,3,2,16,1,2,0
39,111,3,4,5,3,3,2,16,1,2,0
39,111,3,4,5,3,3,2,16,1,2,0
39,111,3,4,5,3,3,2,16,1,2,0
39,112,3,4,5,3,5,2,16,1,2,0
39,112,3,4,5,3,5,2,16,1,2,0
39,112,3,4,5,3,5,2,16,1,2,0
39,113,3,4,5,3,4,3,16,1,2,0
39,113,3,4,5,3,4,3,16,1,2,0
39,113,3,4,5,3,4,3,16,1,2,0
39,131,3,4,3,3,3,2,16,1,3,0
39,131,3,4,3,3,3,2,16,1,3,0
39,131,3,4,3,3,3,2,16,1,3,0
40,0,4,5,2,3,2,2,16,1,0,0
40,6,4,5,3,3,3,2,16,1,0,0
40,17,4,5,2,3,4,2,16,1,1,0
40,17,4,5,2,3,4,2,16,1,1,0
40,17,4,5,2,3,4,2,16,1,1,0
40,19,4,5,4,3,4,2,16,1,1,0
40,19,4,5,4,3,4,2,16,1,1,0
40,19,4,5,4,3,4,2,16,1,1,0
40,37,4,5,3,3,3,2,16,1,1,0
40,37,4,5,3,3,3,2,16,1,1,0
40,37,4,5,3,3,3,2,16,1,1,0
40,37,4,5,3,3,3,2,16,1,1,0
40,37,4,5,3,3,3,2,16,1,1,0
40,38,4,5,3,3,5,2,16,1,1,0
40,38,4,5,3,3,5,2,16,1,1,0
40,38,4,5,3,3,5,2,16,1,1,0
40,39,4,5,3,3,4,3,16,1,1,0
40,39,4,5,3,3,4,3,16,1,1,0
40,39,4,5,3,3,4,3,16,1,1,0
40,40,4,5,3,3,5,4,16,1,1,0
40,40,4,5,3,3,5,4,16,1,1,0
40,40,4,5,3,3,5,4,16,1,1,0
40,53,4,5,5,3,3,2,16,1,1,0
40,53,4,5,5,3,3,2,16,1,1,0
40,53,4,5,5,3,3,2,16,1,1,0
40,53,4,5,5,3,3,2,16,1,1,0
40,53,4,5,5,3,3,2,16,1,1,0
40,54,4,5,5,3,5,2,16,1,1,0
40,54,4,5,5,3,5,2,16,1,1,0
40,54,4,5,5,3,5,2,16,1,1,0
40,55,4,5,5,3,4,3,16,1,1,0
40,55,4,5,5,3,4,3,16,1,1,0
40,55,4,5,5,3,4,3,16,1,1,0
40,56,4,5,5,3,5,4,16,1,1,0
40,56,4,5,5,3,5,4,16,1,1,0
40,56,4,5,5,3,5,4,16,1,1,0
40,70,4,5,2,3,2,2,16,1,2,0
40,70,4,5,2,3,2,2,16,1,2,0
40,70,4,5,2,3,2,2,16,1,2,0
40,70,4,5,2,3,2,2,16,1,2,0
40,70,4,5,2,3,2,2,16,1,2,0
40,71,4,5,2,3,4,2,16,1,2,0
40,71,4,5,2,3,4,2,16,1,2,0
40,71,4,5,2,3,4,2,16,1,2,0
40,76,4,5,4,3,2,2,16,1,2,0
40,76,4,5,4,3,2,2,16,1,2,0
40,76,4,5,4,3,2,2,16,1,2,0
40,76,4,5,4,3,2,2,16,1,2,0
40,76,4,5,4,3,2,2,16,1,2,0
40,77,4,5,4,3,4,2,16,1,2,0
40,77,4,5,4,3,4,2,16,1,2,0
40,77,4,5,4,3,4,2,16,1,2,0
40,96,4,5,3,3,3,2,16,1,2,0
40,96,4,5,3,3,3,2,16,1,2,0
40,96,4,5,3,3,3,2,16,1,2,0
40,96,4,5,3,3,3,2,16,1,2,0
40,96,4,5,3,3,3,2,16,1,2,0
40,97,4,5,3,3,5,2,16,1,2,0
40,97,4,5,3,3,5,2,16,1,2,0
40,97,4,5,3,3,5,2,16,1,2,0
40,98,4,5,3,3,4,3,16,1,2,0
40,98,4,5,3,3,4,3,16,1,2,0
40,98,4,5,3,3,4,3,16,1,2,0
40,111,4,5,5,3,3,2,16,1,2,0
40,111,4,5,5,3,3,2,16,1,2,0
40,111,4,5,5,3,3,2,16,1,2,0
40,111,4,5,5,3,3,2,16,1,2,0
40,111,4,5,5,3,3,2,16,1,2,0
40,112,4,5,5,3,5,2,16,1,2,0
40,112,4,5,5,3,5,2,16,1,2,0
40,112,4,5,5,3,5,2,16,1,2,0
40,113,4,5,5,3,4,3,16,1,2,0
40,113,4,5,5,3,4,3,16,1,2,0
40,113,4,5,5,3,4,3,16,1,2,0
40,131,4,5,3,3,3,2,16,1,3,0
40,131,4,5,3,3,3,2,16,1,3,0
40,131,4,5,3,3,3,2,16,1,3,0
41,3,2,3,4,3,4,4,18,1,0,0
41,11,2,3,5,3,5,4,18,1,0,0
41,18,2,3,2,3,4,2,18,1,1,0
41,18,2,3,2,3,4,2,18,1,1,0
41,18,2,3,2,3,4,2,18,1,1,0
41,20,2,3,4,3,4,2,18,1,1,0
41,20,2,3,4,3,4,2,18,1,1,0
41,20,2,3,4,3,4,2,18,1,1,0
41,41,2,3,3,3,3,2,18,1,1,0
41,41,2,3,3,3,3,2,18,1,1,0
41,41,2,3,3,3,3,2,18,1,1,0
41,41,2,3,3,3,3,2,18,1,1,0
41,41,2,3,3,3,3,2,18,1,1,0
41,42,2,3,3,3,5,2,18,1,1,0
41,42,2,3,3,3,5,2,18,1,1,0
41,42,2,3,3,3,5,2,18,1,1,0
41,43,2,3,3,3,4,3,18,1,1,0
41,43,2,3,3,3,4,3,18,1,1,0
41,43,2,3,3,3,4,3,18,1,1,0
41,44,2,3,3,3,5,4,18,1,1,0
41,44,2,3,3,3,5,4,18,1,1,0
41,44,2,3,3,3,5,4,18,1,1,0
41,57,2,3,5,3,3,2,18,1,1,0
41,57,2,3,5,3,3,2,18,1,1,0
41,57,2,3,5,3,3,2,18,1,1,0
41,57,2,3,5,3,3,2,18,1,1,0
41,57,2,3,5,3,3,2,18,1,1,0
41,58,2,3,5,3,5,2,18,1,1,0
41,58,2,3,5,3,5,2,18,1,1,0
41,58,2,3,5,3,5,2,18,1,1,0
41,59,2,3,5,3,4,3,18,1,1,0
41,59,2,3,5,3,4,3,18,1,1,0
41,59,2,3,5,3,4,3,18,1,1,0
41,60,2,3,5,3,5,4,18,1,1,0
41,60,2,3,5,3,5,4,18,1,1,0
41,60,2,3,5,3,5,4,18,1,1,0
41,72,2,3,2,3,2,2,18,1,2,0
41,72,2,3,2,3,2,2,18,1,2,0
41,72,2,3,2,3,2,2,18,1,2,0
41,72,2,3,2,3,2,2,18,1,2,0
41,72,2,3,2,3,2,2,18,1,2,0
41,73,2,3,2,3,4,2,18,1,2,0
41,73,2,3,2,3,4,2,18,1,2,0
41,73,2,3,2,3,4,2,18,1,2,0
41,99,2,3,3,3,3,2,18,1,2,0
41,99,2,3,3,3,3,2,18,1,2,0
41,99,2,3,3,3,3,2,18,1,2,0
41,99,2,3,3,3,3,2,18,1,2,0
41,99,2,3,3,3,3,2,18,1,2,0
41,100,2,3,3,3,5,2,18,1,2,0
41,100,2,3,3,3,5,2,18,1,2,0
41,100,2,3,3,3,5,2,18,1,2,0
41,101,2,3,3,3,4,3,18,1,2,0
41,101,2,3,3,3,4,3,18,1,2,0
41,101,2,3,3,3,4,3,18,1,2,0
42,3,2,5,4,3,4,4,18,1,0,0
42,11,2,5,5,3,5,4,18,1,0,0
42,18,2,5,2,3,4,2,18,1,1,0
42,18,2,5,2,3,4,2,18,1,1,0
42,18,2,5,2,3,4,2,18,1,1,0
42,20,2,5,4,3,4,2,18,1,1,0
42,20,2,5,4,3,4,2,18,1,1,0
42,20,2,5,4,3,4,2,18,1,1,0
42,41,2,5,3,3,3,2,18,1,1,0
42,41,2,5,3,3,3,2,18,1,1,0
42,41,2,5,3,3,3,2,18,1,1,0
42,41,2,5,3,3,3,2,18,1,1,0
42,41,2,5,3,3,3,2,18,1,1,0
42,42,2,5,3,3,5,2,18,1,1,0
42,42,2,5,3,3,5,2,18,1,1,0
42,42,2,5,3,3,5,2,18,1,1,0
42,43,2,5,3,3,4,3,18,1,1,0
42,43,2,5,3,3,4,3,18,1,1,0
42,43,2,5,3,3,4,3,18,1,1,0
42,44,2,5,3,3,5,4,18,1,1,0
42,44,2,5,3,3,5,4,18,1,1,0
42,44,2,5,3,3,5,4,18,1,1,0
42,57,2,5,5,3,3,2,18,1,1,0
42,57,2,5,5,3,3,2,18,1,1,0
42,57,2,5,5,3,3,2,18,1,1,0
42,57,2,5,5,3,3,2,18,1,1,0
42,57,2,5,5,3,3,2,18,1,1,0
42,58,2,5,5,3,5,2,18,1,1,0
42,58,2,5,5,3,5,2,18,1,1,0
42,58,2,5,5,3,5,2,18,1,1,0
42,59,2,5,5,3,4,3,18,1,1,0
42,59,2,5,5,3,4,3,18,1,1,0
42,59,2,5,5,3,4,3,18,1,1,0
42,60,2,5,5,3,5,4,18,1,1,0
42,60,2,5,5,3,5,4,18,1,1,0
42,60,2,5,5,3,5,4,18,1,1,0
42,72,2,5,2,3,2,2,18,1,2,0
42,72,2,5,2,3,2,2,18,1,2,0
42,72,2,5,2,3,2,2,18,1,2,0
42,72,2,5,2,3,2,2,18,1,2,0
42,72,2,5,2,3,2,2,18,1,2,0
42,73,2,5,2,3,4,2,18,1,2,0
42,73,2,5,2,3,4,2,18,1,2,0
42,73,2,5,2,3,4,2,18,1,2,0
42,99,2,5,3,3,3,2,18,1,2,0
42,99,2,5,3,3,3,2,18,1,2,0
42,99,2,5,3,3,3,2,18,1,2,0
42,99,2,5,3,3,3,2,18,1,2,0
42,99,2,5,3,3,3,2,18,1,2,0
42,100,2,5,3,3,5,2,18,1,2,0
42,100,2,5,3,3,5,2,18,1,2,0
42,100,2,5,3,3,5,2,18,1,2,0
42,101,2,5,3,3,4,3,18,1,2,0
42,101,2,5,3,3,4,3,18,1,2,0
42,101,2,5,3,3,4,3,18,1,2,0
43,3,3,4,4,3,4,4,18,1,0,0
43,11,3,4,5,3,5,4,18,1,0,0
43,18,3,4,2,3,4,2,18,1,1,0
43,18,3,4,2,3,4,2,18,1,1,0
43,18,3,4,2,3,4,2,18,1,1,0
43,20,3,4,4,3,4,2,18,1,1,0
43,20,3,4,4,3,4,2,18,1,1,0
43,20,3,4,4,3,4,2,18,1,1,0
43,41,3,4,3,3,3,2,18,1,1,0
43,41,3,4,3,3,3,2,18,1,1,0
43,41,3,4,3,3,3,2,18,1,1,0
43,41,3,4,3,3,3,2,18,1,1,0
43,41,3,4,3,3,3,2,18,1,1,0
43,42,3,4,3,3,5,2,18,1,1,0
43,42,3,4,3,3,5,2,18,1,1,0
43,42,3,4,3,3,5,2,18,1,1,0
43,43,3,4,3,3,4,3,18,1,1,0
43,43,3,4,3,3,4,3,18,1,1,0
43,43,3,4,3,3,4,3,18,1,1,0
43,44,3,4,3,3,5,4,18,1,1,0
43,44,3,4,3,3,5,4,18,1,1,0
43,44,3,4,3,3,5,4,18,1,1,0
43,57,3,4,5,3,3,2,18,1,1,0
43,57,3,4,5,3,3,2,18,1,1,0
43,57,3,4,5,3,3,2,18,1,1,0
43,57,3,4,5,3,3,2,18,1,1,0
43,57,3,4,5,3,3,2,18,1,1,0
43,58,3,4,5,3,5,2,18,1,1,0
43,58,3,4,5,3,5,2,18,1,1,0
43,58,3,4,5,3,5,2,18,1,1,0
43,59,3,4,5,3,4,3,18,1,1,0
43,59,3,4,5,3,4,3,18,1,1,0
43,59,3,4,5,3,4,3,18,1,1,0
43,60,3,4,5,3,5,4,18,1,1,0
43,60,3,4,5,3,5,4,18,1,1,0
43,60,3,4,5,3,5,4,18,1,1,0
43,72,3,4,2,3,2,2,18,1,2,0
43,72,3,4,2,3,2,2,18,1,2,0
43,72,3,4,2,3,2,2,18,1,2,0
43,72,3,4,2,3,2,2,18,1,2,0
43,72,3,4,2,3,2,2,18,1,2,0
43,73,3,4,2,3,4,2,18,1,2,0
43,73,3,4,2,3,4,2,18,1,2,0
43,73,3,4,2,3,4,2,18,1,2,0
43,99,3,4,3,3,3,2,18,1,2,0
43,99,3,4,3,3,3,2,18,1,2,0
43,99,3,4,3,3,3,2,18,1,2,0
43,99,3,4,3,3,3,2,18,1,2,0
43,99,3,4,3,3,3,2,18,1,2,0
43,100,3,4,3,3,5,2,18,1,2,0
43,100,3,4,3,3,5,2,18,1,2,0
43,100,3,4,3,3,5,2,18,1,2,0
43,101,3,4,3,3,4,3,18,1,2,0
43,101,3,4,3,3,4,3,18,1,2,0
43,101,3,4,3,3,4,3,18,1,2,0
44,3,4,5,4,3,4,4,18,1,0,0
44,11,4,5,5,3,5,4,18,1,0,0
44,18,4,5,2,3,4,2,18,1,1,0
44,18,4,5,2,3,4,2,18,1,1,0
44,18,4,5,2,3,4,2,18,1,1,0
44,20,4,5,4,3,4,2,18,1,1,0
44,20,4,5,4,3,4,2,18,1,1,0
44,20,4,5,4,3,4,2,18,1,1,0
44,41,4,5,3,3,3,2,18,1,1,0
44,41,4,5,3,3,3,2,18,1,1,0
44,41,4,5,3,3,3,2,18,1,1,0
44,41,4,5,3,3,3,2,18,1,1,0
44,41,4,5,3,3,3,2,18,1,1,0
44,42,4,5,3,3,5,2,18,1,1,0
44,42,4,5,3,3,5,2,18,1,1,0
44,42,4,5,3,3,5,2,18,1,1,0
44,43,4,5,3,3,4,3,18,1,1,0
44,43,4,5,3,3,4,3,18,1,1,0
44,43,4,5,3,3,4,3,18,1,1,0
44,44,4,5,3,3,5,4,18,1,1,0
44,44,4,5,3,3,5,4,18,1,1,0
44,44,4,5,3,3,5,4,18,1,1,0
44,57,4,5,5,3,3,2,18,1,1,0
44,57,4,5,5,3,3,2,18,1,1,0
44,57,4,5,5,3,3,2,18,1,1,0
44,57,4,5,5,3,3,2,18,1,1,0
44,57,4,5,5,3,3,2,18,1,1,0
44,58,4,5,5,3,5,2,18,1,1,0
44,58,4,5,5,3,5,2,18,1,1,0
44,58,4,5,5,3,5,2,18,1,1,0
44,59,4,5,5,3,4,3,18,1,1,0
44,59,4,5,5,3,4,3,18,1,1,0
44,59,4,5,5,3,4,3,18,1,1,0
44,60,4,5,5,3,5,4,18,1,1,0
44,60,4,5,5,3,5,4,18,1,1,0
44,60,4,5,5,3,5,4,18,1,1,0
44,72,4,5,2,3,2,2,18,1,2,0
44,72,4,5,2,3,2,2,18,1,2,0
44,72,4,5,2,3,2,2,18,1,2,0
44,72,4,5,2,3,2,2,18,1,2,0
44,72,4,5,2,3,2,2,18,1,2,0
44,73,4,5,2,3,4,2,18,1,2,0
44,73,4,5,2,3,4,2,18,1,2,0
44,73,4,5,2,3,4,2,18,1,2,0
44,99,4,5,3,3,3,2,18,1,2,0
44,99,4,5,3,3,3,2,18,1,2,0
44,99,4,5,3,3,3,2,18,1,2,0
44,99,4,5,3,3,3,2,18,1,2,0
44,99,4,5,3,3,3,2,18,1,2,0
44,100,4,5,3,3,5,2,18,1,2,0
44,100,4,5,3,3,5,2,18,1,2,0
44,100,4,5,3,3,5,2,18,1,2,0
44,101,4,5,3,3,4,3,18,1,2,0
44,101,4,5,3,3,4,3,18,1,2,0
44,101,4,5,3,3,4,3,18,1,2,0
45,4,2,3,2,4,3,2,17,1,0,0
45,12,2,3,3,4,3,3,17,1,0,0
45,25,2,3,2,4,3,2,17,1,1,0
45,25,2,3,2,4,3,2,17,1,1,0
45,25,2,3,2,4,3,2,17,1,1,0
45,26,2,3,2,4,5,2,17,1,1,0
45,26,2,3,2,4,5,2,17,1,1,0
45,26,2,3,2,4,5,2,17,1,1,0
45,27,2,3,2,4,4,3,17,1,1,0
45,27,2,3,2,4,4,3,17,1,1,0
45,27,2,3,2,4,4,3,17,1,1,0
45,28,2,3,2,4,5,4,17,1,1,0
45,28,2,3,2,4,5,4,17,1,1,0
45,28,2,3,2,4,5,4,17,1,1,0
45,45,2,3,4,4,3,2,17,1,1,0
45,45,2,3,4,4,3,2,17,1,1,0
45,45,2,3,4,4,3,2,17,1,1,0
45,46,2,3,4,4,5,2,17,1,1,0
45,46,2,3,4,4,5,2,17,1,1,0
45,46,2,3,4,4,5,2,17,1,1,0
45,47,2,3,4,4,4,3,17,1,1,0
45,47,2,3,4,4,4,3,17,1,1,0
45,47,2,3,4,4,4,3,17,1,1,0
45,48,2,3,4,4,5,4,17,1,1,0
45,48,2,3,4,4,5,4,17,1,1,0
45,48,2,3,4,4,5,4,17,1,1,0
45,62,2,3,3,4,5,3,17,1,1,0
45,62,2,3,3,4,5,3,17,1,1,0
45,62,2,3,3,4,5,3,17,1,1,0
45,64,2,3,5,4,5,3,17,1,1,0
45,64,2,3,5,4,5,3,17,1,1,0
45,64,2,3,5,4,5,3,17,1,1,0
45,84,2,3,2,4,3,2,17,1,2,0
45,84,2,3,2,4,3,2,17,1,2,0
45,84,2,3,2,4,3,2,17,1,2,0
45,85,2,3,2,4,5,2,17,1,2,0
45,86,2,3,2,4,4,3,17,1,2,0
45,105,2,3,4,4,3,2,17,1,2,0
45,105,2,3,4,4,3,2,17,1,2,0
45,105,2,3,4,4,3,2,17,1,2,0
45,106,2,3,4,4,5,2,17,1,2,0
45,107,2,3,4,4,4,3,17,1,2,0
45,118,2,3,3,4,3,3,17,1,2,0
45,118,2,3,3,4,3,3,17,1,2,0
45,118,2,3,3,4,3,3,17,1,2,0
45,119,2,3,3,4,5,3,17,1,2,0
45,124,2,3,5,4,3,3,17,1,2,0
45,124,2,3,5,4,3,3,17,1,2,0
45,124,2,3,5,4,3,3,17,1,2,0
45,125,2,3,5,4,5,3,17,1,2,0
45,128,2,3,2,4,3,2,17,1,3,0
46,4,2,5,2,4,3,2,17,1,0,0
46,12,2,5,3,4,3,3,17,1,0,0
46,25,2,5,2,4,3,2,17,1,1,0
46,25,2,5,2,4,3,2,17,1,1,0
46,25,2,5,2,4,3,2,17,1,1,0
46,26,2,5,2,4,5,2,17,1,1,0
46,26,2,5,2,4,5,2,17,1,1,0
46,26,2,5,2,4,5,2,17,1,1,0
46,27,2,5,2,4,4,3,17,1,1,0
46,27,2,5,2,4,4,3,17,1,1,0
46,27,2,5,2,4,4,3,17,1,1,0
46,28,2,5,2,4,5,4,17,1,1,0
46,28,2,5,2,4,5,4,17,1,1,0
46,28,2,5,2,4,5,4,17,1,1,0
46,45,2,5,4,4,3,2,17,1,1,0
46,45,2,5,4,4,3,2,17,1,1,0
46,45,2,5,4,4,3,2,17,1,1,0
46,46,2,5,4,4,5,2,17,1,1,0
46,46,2,5,4,4,5,2,17,1,1,0
46,46,2,5,4,4,5,2,17,1,1,0
46,47,2,5,4,4,4,3,17,1,1,0
46,47,2,5,4,4,4,3,17,1,1,0
46,47,2,5,4,4,4,3,17,1,1,0
46,48,2,5,4,4,5,4,17,1,1,0
46,48,2,5,4,4,5,4,17,1,1,0
46,48,2,5,4,4,5,4,17,1,1,0
46,62,2,5,3,4,5,3,17,1,1,0
46,62,2,5,3,4,5,3,17,1,1,0
46,62,2,5,3,4,5,3,17,1,1,0
46,64,2,5,5,4,5,3,17,1,1,0
46,64,2,5,5,4,5,3,17,1,1,0
46,64,2,5,5,4,5,3,17,1,1,0
46,84,2,5,2,4,3,2,17,1,2,0
46,84,2,5,2,4,3,2,17,1,2,0
46,84,2,5,2,4,3,2,17,1,2,0
46,85,2,5,2,4,5,2,17,1,2,0
46,86,2,5,2,4,4,3,17,1,2,0
46,105,2,5,4,4,3,2,17,1,2,0
46,105,2,5,4,4,3,2,17,1,2,0
46,105,2,5,4,4,3,2,17,1,2,0
46,106,2,5,4,4,5,2,17,1,2,0
46,107,2,5,4,4,4,3,17,1,2,0
46,118,2,5,3,4,3,3,17,1,2,0
46,118,2,5,3,4,3,3,17,1,2,0
46,118,2,5,3,4,3,3,17,1,2,0
46,119,2,5,3,4,5,3,17,1,2,0
46,124,2,5,5,4,3,3,17,1,2,0
46,124,2,5,5,4,3,3,17,1,2,0
46,124,2,5,5,4,3,3,17,1,2,0
46,125,2,5,5,4,5,3,17,1,2,0
46,128,2,5,2,4,3,2,17,1,3,0
47,4,3,4,2,4,3,2,17,1,0,0
47,12,3,4,3,4,3,3,17,1,0,0
47,25,3,4,2,4,3,2,17,1,1,0
47,25,3,4,2,4,3,2,17,1,1,0
47,25,3,4,2,4,3,2,17,1,1,0
47,26,3,4,2,4,5,2,17,1,1,0
47,26,3,4,2,4,5,2,17,1,1,0
47,26,3,4,2,4,5,2,17,1,1,0
47,27,3,4,2,4,4,3,17,1,1,0
47,27,3,4,2,4,4,3,17,1,1,0
47,27,3,4,2,4,4,3,17,1,1,0
47,28,3,4,2,4,5,4,17,1,1,0
47,28,3,4,2,4,5,4,17,1,1,0
47,28,3,4,2,4,5,4,17,1,1,0
47,45,3,4,4,4,3,2,17,1,1,0
47,45,3,4,4,4,3,2,17,1,1,0
47,45,3,4,4,4,3,2,17,1,1,0
47,46,3,4,4,4,5,2,17,1,1,0
47,46,3,4,4,4,5,2,17,1,1,0
47,46,3,4,4,4,5,2,17,1,1,0
47,47,3,4,4,4,4,3,17,1,1,0
47,47,3,4,4,4,4,3,17,1,1,0
47,47,3,4,4,4,4,3,17,1,1,0
47,48,3,4,4,4,5,4,17,1,1,0
47,48,3,4,4,4,5,4,17,1,1,0
47,48,3,4,4,4,5,4,17,1,1,0
47,62,3,4,3,4,5,3,17,1,1,0
47,62,3,4,3,4,5,3,17,1,1,0
47,62,3,4,3,4,5,3,17,1,1,0
47,64,3,4,5,4,5,3,17,1,1,0
47,64,3,4,5,4,5,3,17,1,1,0
47,64,3,4,5,4,5,3,17,1,1,0
47,84,3,4,2,4,3,2,17,1,2,0
47,84,3,4,2,4,3,2,17,1,2,0
47,84,3,4,2,4,3,2,17,1,2,0
47,85,3,4,2,4,5,2,17,1,2,0
47,86,3,4,2,4,4,3,17,1,2,0
47,105,3,4,4,4,3,2,17,1,2,0
47,105,3,4,4,4,3,2,17,1,2,0
47,105,3,4,4,4,3,2,17,1,2,0
47,106,3,4,4,4,5,2,17,1,2,0
47,107,3,4,4,4,4,3,17,1,2,0
47,118,3,4,3,4,3,3,17,1,2,0
47,118,3,4,3,4,3,3,17,1,2,0
47,118,3,4,3,4,3,3,17,1,2,0
47,119,3,4,3,4,5,3,17,1,2,0
47,124,3,4,5,4,3,3,17,1,2,0
47,124,3,4,5,4,3,3,17,1,2,0
47,124,3,4,5,4,3,3,17,1,2,0
47,125,3,4,5,4,5,3,17,1,2,0
47,128,3,4,2,4,3,2,17,1,3,0
48,4,4,5,2,4,3,2,17,1,0,0
48,12,4,5,3,4,3,3,17,1,0,0
48,25,4,5,2,4,3,2,17,1,1,0
48,25,4,5,2,4,3,2,17,1,1,0
